col;num;pattern
BsmtExposure;12;'^[A-Za-z]{5,7}$'
BsmtExposure;13;'^[A-Za-z]{4,6}$'
BsmtExposure;14;'^[A-Za-z]{4,6}$'
BsmtExposure;15;'^[A-Za-z0-9]{4,6}$'
BsmtExposure;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BsmtExposure;17;'^\d{1,2}$'
BsmtExposure;18;'^\d$'
BsmtExposure;19;'^\d{4}$'
BsmtExposure;20;'^\d{4}$'
BsmtExposure;21;'^[A-Z][a-z]+$'
BsmtExposure;22;'^[A-Za-z]+$^Tar\&Grv$'
BsmtExposure;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BsmtExposure;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BsmtExposure;25;'^[A-Za-z]+$'
BsmtExposure;26;'^nan$^\d+\.0$'
BsmtExposure;27;'^[A-Za-z]{2}$'
BsmtExposure;28;'^[A-Za-z]{2}$'
BsmtExposure;29;'^[A-Za-z]{4,6}$'
BsmtExposure;30;'^[A-Za-z]{2,3}$'
BsmtExposure;31;'^[A-Za-z]{2,3}$'
BsmtExposure;32;'^[A-Za-z]{2,3}$'
BsmtFinType1;0;'^\d+$'
BsmtFinType1;1;'^\d{2,3}$'
BsmtFinType1;2;'^[A-Z]{2}$^C \(all\)$'
BsmtFinType1;3;'^nan$^\d{2,3}\.0$'
BsmtFinType1;4;'^\d{4,6}$'
BsmtFinType1;5;'^[A-Z][a-z]{3}$'
BsmtFinType1;6;'^[A-Za-z]{3,4}$'
BsmtFinType1;7;'^[A-Za-z0-9]{3}$'
BsmtFinType1;8;'^[A-Za-z]{3}$'
BsmtFinType1;9;'^[A-Za-z]{6}$'
BsmtFinType1;10;'^[A-Za-z0-9]+$'
BsmtFinType1;11;'^[A-Z][a-z]{2}$'
BsmtFinType1;12;'^[A-Za-z]{5,7}$'
BsmtFinType1;13;'^[A-Za-z]{4,6}$'
BsmtFinType1;14;'^[A-Za-z]{4,6}$'
BsmtFinType1;15;'^[A-Za-z0-9]{4,6}$'
BsmtFinType1;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BsmtFinType1;17;'^\d{1,2}$'
BsmtFinType1;18;'^\d$'
BsmtFinType1;19;'^\d{4}$'
BsmtFinType1;20;'^\d{4}$'
BsmtFinType1;21;'^[A-Z][a-z]+$'
BsmtFinType1;22;'^[A-Za-z]+$^Tar\&Grv$'
BsmtFinType1;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BsmtFinType1;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BsmtFinType1;25;'^[A-Za-z]+$'
BsmtFinType1;26;'^nan$^\d+\.0$'
BsmtFinType1;27;'^[A-Za-z]{2}$'
BsmtFinType1;28;'^[A-Za-z]{2}$'
BsmtFinType1;29;'^[A-Za-z]{4,6}$'
BsmtFinType1;30;'^[A-Za-z]{2,3}$'
BsmtFinType1;31;'^[A-Za-z]{2,3}$'
BsmtFinType1;32;'^[A-Za-z]{2,3}$'
BsmtFinType1;33;'^[A-Za-z]{3}$'
BsmtFinSF1;0;'^\d+$'
BsmtFinSF1;1;'^\d{2,3}$'
BsmtFinSF1;2;'^[A-Z]{2}$^C \(all\)$'
BsmtFinSF1;3;'^nan$^\d{2,3}\.0$'
BsmtFinSF1;4;'^\d{4,6}$'
BsmtFinSF1;5;'^[A-Z][a-z]{3}$'
BsmtFinSF1;6;'^[A-Za-z]{3,4}$'
BsmtFinSF1;7;'^[A-Za-z0-9]{3}$'
BsmtFinSF1;8;'^[A-Za-z]{3}$'
BsmtFinSF1;9;'^[A-Za-z]{6}$'
BsmtFinSF1;10;'^[A-Za-z0-9]+$'
BsmtFinSF1;11;'^[A-Z][a-z]{2}$'
BsmtFinSF1;12;'^[A-Za-z]{5,7}$'
BsmtFinSF1;13;'^[A-Za-z]{4,6}$'
BsmtFinSF1;14;'^[A-Za-z]{4,6}$'
BsmtFinSF1;15;'^[A-Za-z0-9]{4,6}$'
BsmtFinSF1;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BsmtFinSF1;17;'^\d{1,2}$'
BsmtFinSF1;18;'^\d$'
BsmtFinSF1;19;'^\d{4}$'
BsmtFinSF1;20;'^\d{4}$'
BsmtFinSF1;21;'^[A-Z][a-z]+$'
BsmtFinSF1;22;'^[A-Za-z]+$^Tar\&Grv$'
BsmtFinSF1;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BsmtFinSF1;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BsmtFinSF1;25;'^[A-Za-z]+$'
BsmtFinSF1;26;'^nan$^\d+\.0$'
BsmtFinSF1;27;'^[A-Za-z]{2}$'
BsmtFinSF1;28;'^[A-Za-z]{2}$'
BsmtFinSF1;29;'^[A-Za-z]{4,6}$'
BsmtFinSF1;30;'^[A-Za-z]{2,3}$'
BsmtFinSF1;31;'^[A-Za-z]{2,3}$'
BsmtFinSF1;32;'^[A-Za-z]{2,3}$'
BsmtFinSF1;33;'^[A-Za-z]{3}$'
BsmtFinSF1;34;'^\d+$'
BsmtFinType2;0;'^\d+$'
BsmtFinType2;1;'^\d{2,3}$'
BsmtFinType2;2;'^[A-Z]{2}$^C \(all\)$'
BsmtFinType2;3;'^nan$^\d{2,3}\.0$'
BsmtFinType2;4;'^\d{4,6}$'
BsmtFinType2;5;'^[A-Z][a-z]{3}$'
BsmtFinType2;6;'^[A-Za-z]{3,4}$'
BsmtFinType2;7;'^[A-Za-z0-9]{3}$'
BsmtFinType2;8;'^[A-Za-z]{3}$'
BsmtFinType2;9;'^[A-Za-z]{6}$'
BsmtFinType2;10;'^[A-Za-z0-9]+$'
BsmtFinType2;11;'^[A-Z][a-z]{2}$'
BsmtFinType2;12;'^[A-Za-z]{5,7}$'
BsmtFinType2;13;'^[A-Za-z]{4,6}$'
BsmtFinType2;14;'^[A-Za-z]{4,6}$'
BsmtFinType2;15;'^[A-Za-z0-9]{4,6}$'
BsmtFinType2;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BsmtFinType2;17;'^\d{1,2}$'
BsmtFinType2;18;'^\d$'
BsmtFinType2;19;'^\d{4}$'
BsmtFinType2;20;'^\d{4}$'
BsmtFinType2;21;'^[A-Z][a-z]+$'
BsmtFinType2;22;'^[A-Za-z]+$^Tar\&Grv$'
BsmtFinType2;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BsmtFinType2;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BsmtFinType2;25;'^[A-Za-z]+$'
BsmtFinType2;26;'^nan$^\d+\.0$'
BsmtFinType2;27;'^[A-Za-z]{2}$'
BsmtFinType2;28;'^[A-Za-z]{2}$'
BsmtFinType2;29;'^[A-Za-z]{4,6}$'
BsmtFinType2;30;'^[A-Za-z]{2,3}$'
BsmtFinType2;31;'^[A-Za-z]{2,3}$'
BsmtFinType2;32;'^[A-Za-z]{2,3}$'
BsmtFinType2;33;'^[A-Za-z]{3}$'
BsmtFinType2;34;'^\d+$'
BsmtFinType2;35;'^[A-Za-z]{3}$'
BsmtFinSF2;0;'^\d+$'
BsmtFinSF2;1;'^\d{2,3}$'
BsmtFinSF2;2;'^[A-Z]{2}$^C \(all\)$'
BsmtFinSF2;3;'^nan$^\d{2,3}\.0$'
BsmtFinSF2;4;'^\d{4,6}$'
BsmtFinSF2;5;'^[A-Z][a-z]{3}$'
BsmtFinSF2;6;'^[A-Za-z]{3,4}$'
BsmtFinSF2;7;'^[A-Za-z0-9]{3}$'
BsmtFinSF2;8;'^[A-Za-z]{3}$'
BsmtFinSF2;9;'^[A-Za-z]{6}$'
BsmtFinSF2;10;'^[A-Za-z0-9]+$'
BsmtFinSF2;11;'^[A-Z][a-z]{2}$'
BsmtFinSF2;12;'^[A-Za-z]{5,7}$'
BsmtFinSF2;13;'^[A-Za-z]{4,6}$'
BsmtFinSF2;14;'^[A-Za-z]{4,6}$'
BsmtFinSF2;15;'^[A-Za-z0-9]{4,6}$'
BsmtFinSF2;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BsmtFinSF2;17;'^\d{1,2}$'
BsmtFinSF2;18;'^\d$'
BsmtFinSF2;19;'^\d{4}$'
BsmtFinSF2;20;'^\d{4}$'
BsmtFinSF2;21;'^[A-Z][a-z]+$'
BsmtFinSF2;22;'^[A-Za-z]+$^Tar\&Grv$'
BsmtFinSF2;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BsmtFinSF2;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BsmtFinSF2;25;'^[A-Za-z]+$'
BsmtFinSF2;26;'^nan$^\d+\.0$'
BsmtFinSF2;27;'^[A-Za-z]{2}$'
BsmtFinSF2;28;'^[A-Za-z]{2}$'
BsmtFinSF2;29;'^[A-Za-z]{4,6}$'
BsmtFinSF2;30;'^[A-Za-z]{2,3}$'
BsmtFinSF2;31;'^[A-Za-z]{2,3}$'
BsmtFinSF2;32;'^[A-Za-z]{2,3}$'
BsmtFinSF2;33;'^[A-Za-z]{3}$'
BsmtFinSF2;34;'^\d+$'
BsmtFinSF2;35;'^[A-Za-z]{3}$'
BsmtFinSF2;36;'^\d+$'
BsmtUnfSF;0;'^\d+$'
BsmtUnfSF;1;'^\d{2,3}$'
BsmtUnfSF;2;'^[A-Z]{2}$^C \(all\)$'
BsmtUnfSF;3;'^nan$^\d{2,3}\.0$'
BsmtUnfSF;4;'^\d{4,6}$'
BsmtUnfSF;5;'^[A-Z][a-z]{3}$'
BsmtUnfSF;6;'^[A-Za-z]{3,4}$'
BsmtUnfSF;7;'^[A-Za-z0-9]{3}$'
BsmtUnfSF;8;'^[A-Za-z]{3}$'
BsmtUnfSF;9;'^[A-Za-z]{6}$'
BsmtUnfSF;10;'^[A-Za-z0-9]+$'
BsmtUnfSF;11;'^[A-Z][a-z]{2}$'
BsmtUnfSF;12;'^[A-Za-z]{5,7}$'
BsmtUnfSF;13;'^[A-Za-z]{4,6}$'
BsmtUnfSF;14;'^[A-Za-z]{4,6}$'
BsmtUnfSF;15;'^[A-Za-z0-9]{4,6}$'
BsmtUnfSF;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
BsmtUnfSF;17;'^\d{1,2}$'
BsmtUnfSF;18;'^\d$'
BsmtUnfSF;19;'^\d{4}$'
BsmtUnfSF;20;'^\d{4}$'
BsmtUnfSF;21;'^[A-Z][a-z]+$'
BsmtUnfSF;22;'^[A-Za-z]+$^Tar\&Grv$'
BsmtUnfSF;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
BsmtUnfSF;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
BsmtUnfSF;25;'^[A-Za-z]+$'
BsmtUnfSF;26;'^nan$^\d+\.0$'
BsmtUnfSF;27;'^[A-Za-z]{2}$'
BsmtUnfSF;28;'^[A-Za-z]{2}$'
BsmtUnfSF;29;'^[A-Za-z]{4,6}$'
BsmtUnfSF;30;'^[A-Za-z]{2,3}$'
BsmtUnfSF;31;'^[A-Za-z]{2,3}$'
BsmtUnfSF;32;'^[A-Za-z]{2,3}$'
BsmtUnfSF;33;'^[A-Za-z]{3}$'
BsmtUnfSF;34;'^\d+$'
BsmtUnfSF;35;'^[A-Za-z]{3}$'
BsmtUnfSF;36;'^\d+$'
BsmtUnfSF;37;'^\d+$'
TotalBsmtSF;0;'^\d+$'
TotalBsmtSF;1;'^\d{2,3}$'
TotalBsmtSF;2;'^[A-Z]{2}$^C \(all\)$'
TotalBsmtSF;3;'^nan$^\d{2,3}\.0$'
TotalBsmtSF;4;'^\d{4,6}$'
TotalBsmtSF;5;'^[A-Z][a-z]{3}$'
TotalBsmtSF;6;'^[A-Za-z]{3,4}$'
TotalBsmtSF;7;'^[A-Za-z0-9]{3}$'
TotalBsmtSF;8;'^[A-Za-z]{3}$'
TotalBsmtSF;9;'^[A-Za-z]{6}$'
TotalBsmtSF;10;'^[A-Za-z0-9]+$'
TotalBsmtSF;11;'^[A-Z][a-z]{2}$'
TotalBsmtSF;12;'^[A-Za-z]{5,7}$'
TotalBsmtSF;13;'^[A-Za-z]{4,6}$'
TotalBsmtSF;14;'^[A-Za-z]{4,6}$'
TotalBsmtSF;15;'^[A-Za-z0-9]{4,6}$'
TotalBsmtSF;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
TotalBsmtSF;17;'^\d{1,2}$'
TotalBsmtSF;18;'^\d$'
TotalBsmtSF;19;'^\d{4}$'
TotalBsmtSF;20;'^\d{4}$'
TotalBsmtSF;21;'^[A-Z][a-z]+$'
TotalBsmtSF;22;'^[A-Za-z]+$^Tar\&Grv$'
TotalBsmtSF;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
TotalBsmtSF;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
TotalBsmtSF;25;'^[A-Za-z]+$'
TotalBsmtSF;26;'^nan$^\d+\.0$'
TotalBsmtSF;27;'^[A-Za-z]{2}$'
TotalBsmtSF;28;'^[A-Za-z]{2}$'
TotalBsmtSF;29;'^[A-Za-z]{4,6}$'
TotalBsmtSF;30;'^[A-Za-z]{2,3}$'
TotalBsmtSF;31;'^[A-Za-z]{2,3}$'
TotalBsmtSF;32;'^[A-Za-z]{2,3}$'
TotalBsmtSF;33;'^[A-Za-z]{3}$'
TotalBsmtSF;34;'^\d+$'
TotalBsmtSF;35;'^[A-Za-z]{3}$'
TotalBsmtSF;36;'^\d+$'
TotalBsmtSF;37;'^\d+$'
TotalBsmtSF;38;'^\d+$'
Heating;0;'^\d+$'
Heating;1;'^\d{2,3}$'
Heating;2;'^[A-Z]{2}$^C \(all\)$'
Heating;3;'^nan$^\d{2,3}\.0$'
Heating;4;'^\d{4,6}$'
Heating;5;'^[A-Z][a-z]{3}$'
Heating;6;'^[A-Za-z]{3,4}$'
Heating;7;'^[A-Za-z0-9]{3}$'
Heating;8;'^[A-Za-z]{3}$'
Heating;9;'^[A-Za-z]{6}$'
Heating;10;'^[A-Za-z0-9]+$'
Heating;11;'^[A-Z][a-z]{2}$'
Heating;12;'^[A-Za-z]{5,7}$'
Heating;13;'^[A-Za-z]{4,6}$'
Heating;14;'^[A-Za-z]{4,6}$'
Heating;15;'^[A-Za-z0-9]{4,6}$'
Heating;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
Heating;17;'^\d{1,2}$'
Heating;18;'^\d$'
Heating;19;'^\d{4}$'
Heating;20;'^\d{4}$'
Heating;21;'^[A-Z][a-z]+$'
Heating;22;'^[A-Za-z]+$^Tar\&Grv$'
Heating;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
Heating;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
Heating;25;'^[A-Za-z]+$'
Heating;26;'^nan$^\d+\.0$'
Heating;27;'^[A-Za-z]{2}$'
Heating;28;'^[A-Za-z]{2}$'
Heating;29;'^[A-Za-z]{4,6}$'
Heating;30;'^[A-Za-z]{2,3}$'
Heating;31;'^[A-Za-z]{2,3}$'
Heating;32;'^[A-Za-z]{2,3}$'
Heating;33;'^[A-Za-z]{3}$'
Heating;34;'^\d+$'
Heating;35;'^[A-Za-z]{3}$'
Heating;36;'^\d+$'
Heating;37;'^\d+$'
Heating;38;'^\d+$'
Heating;39;'^[A-Za-z]{4,5}$'
HeatingQC;0;'^\d+$'
HeatingQC;1;'^\d{2,3}$'
HeatingQC;2;'^[A-Z]{2}$^C \(all\)$'
HeatingQC;3;'^nan$^\d{2,3}\.0$'
HeatingQC;4;'^\d{4,6}$'
HeatingQC;5;'^[A-Z][a-z]{3}$'
HeatingQC;6;'^[A-Za-z]{3,4}$'
HeatingQC;7;'^[A-Za-z0-9]{3}$'
HeatingQC;8;'^[A-Za-z]{3}$'
HeatingQC;9;'^[A-Za-z]{6}$'
HeatingQC;10;'^[A-Za-z0-9]+$'
HeatingQC;11;'^[A-Z][a-z]{2}$'
HeatingQC;12;'^[A-Za-z]{5,7}$'
HeatingQC;13;'^[A-Za-z]{4,6}$'
HeatingQC;14;'^[A-Za-z]{4,6}$'
HeatingQC;15;'^[A-Za-z0-9]{4,6}$'
HeatingQC;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
HeatingQC;17;'^\d{1,2}$'
HeatingQC;18;'^\d$'
HeatingQC;19;'^\d{4}$'
HeatingQC;20;'^\d{4}$'
HeatingQC;21;'^[A-Z][a-z]+$'
HeatingQC;22;'^[A-Za-z]+$^Tar\&Grv$'
HeatingQC;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
HeatingQC;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
HeatingQC;25;'^[A-Za-z]+$'
HeatingQC;26;'^nan$^\d+\.0$'
HeatingQC;27;'^[A-Za-z]{2}$'
HeatingQC;28;'^[A-Za-z]{2}$'
HeatingQC;29;'^[A-Za-z]{4,6}$'
HeatingQC;30;'^[A-Za-z]{2,3}$'
HeatingQC;31;'^[A-Za-z]{2,3}$'
HeatingQC;32;'^[A-Za-z]{2,3}$'
HeatingQC;33;'^[A-Za-z]{3}$'
HeatingQC;34;'^\d+$'
HeatingQC;35;'^[A-Za-z]{3}$'
HeatingQC;36;'^\d+$'
HeatingQC;37;'^\d+$'
HeatingQC;38;'^\d+$'
HeatingQC;39;'^[A-Za-z]{4,5}$'
HeatingQC;40;'^[A-Za-z]{2}$'
CentralAir;0;'^\d+$'
CentralAir;1;'^\d{2,3}$'
CentralAir;2;'^[A-Z]{2}$^C \(all\)$'
CentralAir;3;'^nan$^\d{2,3}\.0$'
CentralAir;4;'^\d{4,6}$'
CentralAir;5;'^[A-Z][a-z]{3}$'
CentralAir;6;'^[A-Za-z]{3,4}$'
CentralAir;7;'^[A-Za-z0-9]{3}$'
CentralAir;8;'^[A-Za-z]{3}$'
CentralAir;9;'^[A-Za-z]{6}$'
CentralAir;10;'^[A-Za-z0-9]+$'
CentralAir;11;'^[A-Z][a-z]{2}$'
CentralAir;12;'^[A-Za-z]{5,7}$'
CentralAir;13;'^[A-Za-z]{4,6}$'
CentralAir;14;'^[A-Za-z]{4,6}$'
CentralAir;15;'^[A-Za-z0-9]{4,6}$'
CentralAir;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
CentralAir;17;'^\d{1,2}$'
CentralAir;18;'^\d$'
CentralAir;19;'^\d{4}$'
CentralAir;20;'^\d{4}$'
CentralAir;21;'^[A-Z][a-z]+$'
CentralAir;22;'^[A-Za-z]+$^Tar\&Grv$'
CentralAir;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
CentralAir;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
CentralAir;25;'^[A-Za-z]+$'
CentralAir;26;'^nan$^\d+\.0$'
CentralAir;27;'^[A-Za-z]{2}$'
CentralAir;28;'^[A-Za-z]{2}$'
CentralAir;29;'^[A-Za-z]{4,6}$'
CentralAir;30;'^[A-Za-z]{2,3}$'
CentralAir;31;'^[A-Za-z]{2,3}$'
CentralAir;32;'^[A-Za-z]{2,3}$'
CentralAir;33;'^[A-Za-z]{3}$'
CentralAir;34;'^\d+$'
CentralAir;35;'^[A-Za-z]{3}$'
CentralAir;36;'^\d+$'
CentralAir;37;'^\d+$'
CentralAir;38;'^\d+$'
CentralAir;39;'^[A-Za-z]{4,5}$'
CentralAir;40;'^[A-Za-z]{2}$'
CentralAir;41;'^[A-Z]$'
Electrical;0;'^\d+$'
Electrical;1;'^\d{2,3}$'
Electrical;2;'^[A-Z]{2}$^C \(all\)$'
Electrical;3;'^nan$^\d{2,3}\.0$'
Electrical;4;'^\d{4,6}$'
Electrical;5;'^[A-Z][a-z]{3}$'
Electrical;6;'^[A-Za-z]{3,4}$'
Electrical;7;'^[A-Za-z0-9]{3}$'
Electrical;8;'^[A-Za-z]{3}$'
Electrical;9;'^[A-Za-z]{6}$'
Electrical;10;'^[A-Za-z0-9]+$'
Electrical;11;'^[A-Z][a-z]{2}$'
Electrical;12;'^[A-Za-z]{5,7}$'
Electrical;13;'^[A-Za-z]{4,6}$'
Electrical;14;'^[A-Za-z]{4,6}$'
Electrical;15;'^[A-Za-z0-9]{4,6}$'
Electrical;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
Electrical;17;'^\d{1,2}$'
Electrical;18;'^\d$'
Electrical;19;'^\d{4}$'
Electrical;20;'^\d{4}$'
Electrical;21;'^[A-Z][a-z]+$'
Electrical;22;'^[A-Za-z]+$^Tar\&Grv$'
Electrical;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
Electrical;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
Electrical;25;'^[A-Za-z]+$'
Electrical;26;'^nan$^\d+\.0$'
Electrical;27;'^[A-Za-z]{2}$'
Electrical;28;'^[A-Za-z]{2}$'
Electrical;29;'^[A-Za-z]{4,6}$'
Electrical;30;'^[A-Za-z]{2,3}$'
Electrical;31;'^[A-Za-z]{2,3}$'
Electrical;32;'^[A-Za-z]{2,3}$'
Electrical;33;'^[A-Za-z]{3}$'
Electrical;34;'^\d+$'
Electrical;35;'^[A-Za-z]{3}$'
Electrical;36;'^\d+$'
Electrical;37;'^\d+$'
Electrical;38;'^\d+$'
Electrical;39;'^[A-Za-z]{4,5}$'
Electrical;40;'^[A-Za-z]{2}$'
Electrical;41;'^[A-Z]$'
Electrical;42;'^[A-Za-z]{3,5}$'
1stFlrSF;0;'^\d+$'
1stFlrSF;1;'^\d{2,3}$'
1stFlrSF;2;'^[A-Z]{2}$^C \(all\)$'
1stFlrSF;3;'^nan$^\d{2,3}\.0$'
1stFlrSF;4;'^\d{4,6}$'
1stFlrSF;5;'^[A-Z][a-z]{3}$'
1stFlrSF;6;'^[A-Za-z]{3,4}$'
1stFlrSF;7;'^[A-Za-z0-9]{3}$'
1stFlrSF;8;'^[A-Za-z]{3}$'
1stFlrSF;9;'^[A-Za-z]{6}$'
1stFlrSF;10;'^[A-Za-z0-9]+$'
1stFlrSF;11;'^[A-Z][a-z]{2}$'
1stFlrSF;12;'^[A-Za-z]{5,7}$'
1stFlrSF;13;'^[A-Za-z]{4,6}$'
1stFlrSF;14;'^[A-Za-z]{4,6}$'
1stFlrSF;15;'^[A-Za-z0-9]{4,6}$'
1stFlrSF;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
1stFlrSF;17;'^\d{1,2}$'
1stFlrSF;18;'^\d$'
1stFlrSF;19;'^\d{4}$'
1stFlrSF;20;'^\d{4}$'
1stFlrSF;21;'^[A-Z][a-z]+$'
1stFlrSF;22;'^[A-Za-z]+$^Tar\&Grv$'
1stFlrSF;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
1stFlrSF;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
1stFlrSF;25;'^[A-Za-z]+$'
1stFlrSF;26;'^nan$^\d+\.0$'
1stFlrSF;27;'^[A-Za-z]{2}$'
1stFlrSF;28;'^[A-Za-z]{2}$'
1stFlrSF;29;'^[A-Za-z]{4,6}$'
1stFlrSF;30;'^[A-Za-z]{2,3}$'
1stFlrSF;31;'^[A-Za-z]{2,3}$'
1stFlrSF;32;'^[A-Za-z]{2,3}$'
1stFlrSF;33;'^[A-Za-z]{3}$'
1stFlrSF;34;'^\d+$'
1stFlrSF;35;'^[A-Za-z]{3}$'
1stFlrSF;36;'^\d+$'
1stFlrSF;37;'^\d+$'
1stFlrSF;38;'^\d+$'
1stFlrSF;39;'^[A-Za-z]{4,5}$'
1stFlrSF;40;'^[A-Za-z]{2}$'
1stFlrSF;41;'^[A-Z]$'
1stFlrSF;42;'^[A-Za-z]{3,5}$'
1stFlrSF;43;'^\d{3,4}$'
2ndFlrSF;0;'^\d+$'
2ndFlrSF;1;'^\d{2,3}$'
2ndFlrSF;2;'^[A-Z]{2}$^C \(all\)$'
2ndFlrSF;3;'^nan$^\d{2,3}\.0$'
2ndFlrSF;4;'^\d{4,6}$'
2ndFlrSF;5;'^[A-Z][a-z]{3}$'
2ndFlrSF;6;'^[A-Za-z]{3,4}$'
2ndFlrSF;7;'^[A-Za-z0-9]{3}$'
2ndFlrSF;8;'^[A-Za-z]{3}$'
2ndFlrSF;9;'^[A-Za-z]{6}$'
2ndFlrSF;10;'^[A-Za-z0-9]+$'
2ndFlrSF;11;'^[A-Z][a-z]{2}$'
2ndFlrSF;12;'^[A-Za-z]{5,7}$'
2ndFlrSF;13;'^[A-Za-z]{4,6}$'
2ndFlrSF;14;'^[A-Za-z]{4,6}$'
2ndFlrSF;15;'^[A-Za-z0-9]{4,6}$'
2ndFlrSF;16;'^[A-Za-z0-9]{4,6}$^\d\.\d[A-Z][a-z]{2}$'
2ndFlrSF;17;'^\d{1,2}$'
2ndFlrSF;18;'^\d$'
2ndFlrSF;19;'^\d{4}$'
2ndFlrSF;20;'^\d{4}$'
2ndFlrSF;21;'^[A-Z][a-z]+$'
2ndFlrSF;22;'^[A-Za-z]+$^Tar\&Grv$'
2ndFlrSF;23;'^[A-Za-z]{5,7}$^Wd Sdng$'
2ndFlrSF;24;'^[A-Za-z]{5,7}$^[A-Z][a-z]{1,2} [A-Z][a-z]{2,3}$'
2ndFlrSF;25;'^[A-Za-z]+$'
2ndFlrSF;26;'^nan$^\d+\.0$'
2ndFlrSF;27;'^[A-Za-z]{2}$'
2ndFlrSF;28;'^[A-Za-z]{2}$'
2ndFlrSF;29;'^[A-Za-z]{4,6}$'
2ndFlrSF;30;'^[A-Za-z]{2,3}$'
2ndFlrSF;31;'^[A-Za-z]{2,3}$'
2ndFlrSF;32;'^[A-Za-z]{2,3}$'
2ndFlrSF;33;'^[A-Za-z]{3}$'
2ndFlrSF;34;'^\d+$'
2ndFlrSF;35;'^[A-Za-z]{3}$'
2ndFlrSF;36;'^\d+$'
2ndFlrSF;37;'^\d+$'
2ndFlrSF;38;'^\d+$'
2ndFlrSF;39;'^[A-Za-z]{4,5}$'
2ndFlrSF;40;'^[A-Za-z]{2}$'
2ndFlrSF;41;'^[A-Z]$'
2ndFlrSF;42;'^[A-Za-z]{3,5}$'
2ndFlrSF;43;'^\d{3,4}$'
2ndFlrSF;44;'^\d+$'
LowQualFinSF;0;'^\d+$'
LowQualFinSF;1;'^\d{2,3}$'
LowQualFinSF;2;'^[A-Z]{2}$^C \(all\)$'
LowQualFinSF;3;'^nan$^\d{2,3}\.0$'
LowQualFinSF;4;'^\d{4,6}$'
LowQualFinSF;5;'^[A-Z][a-z]{3}$'
LowQualFinSF;6;'^[A-Za-z]{3,4}$'
LowQualFinSF;7;'^[A-Za-z0-9]{3}$'
LowQualFinSF;8;'^[A-Za-z]{3}$'
LowQualFinSF;9;'^[A-Za-z]{6}$'
LowQualFinSF;10;'^[A-Za-z0-9]+$'
LowQualFinSF;11;'^[A-Z][a-z]{2}$'
LowQualFinSF;12;'^[A-Za-z]{5,7}$'
LowQualFinSF;13;'^[A-Za-z]{4,6}$'
LowQualFinSF;14;'^[A-Za-z]{4,6}$'
LowQualFinSF;15;'^[A-Za-z0-9]{4,6}$'
